Merge branch 'roller/chromium/master'
Merge branch 'master' into roller/chromium/master
Merge pull request #4788 from deepak1556/find_in_page_patch
Merge pull request #4792 from atom/shutdown-v8
Merge pull request #4787 from deepak1556/permission_handler_patch
Merge pull request #203 from deepak1556/devtools_network_patch
Merge pull request #4774 from twolfson/dev/add.location.to.window.open.sqwished
Merge pull request #4773 from preco21/master
Merge pull request #4763 from HR/patch-3
Merge pull request #4743 from atom/clean-up-this-wrappers
Merge pull request #4775 from atom/delay-load-powrprof
Merge pull request #4769 from bbondy/master
Merge pull request #4757 from atom/no-copy-system-libraries
Merge pull request #4761 from atom/appveyor-badge
Merge pull request #4744 from atom/remove-unneeded-results-collecting
Merge pull request #4714 from atom/chrome49
Merge pull request #4752 from yucheng-inc/master
Merge pull request #4751 from maxbeatty/window-blur
Merge pull request #5 from heyunjiang/master
Merge pull request #200 from atom/chrome49
Merge pull request #4700 from ArekSredzki/async-document-hidden
Merge pull request #202 from deepak1556/sysroot
Merge pull request #4722 from atom/colocate-js
Merge pull request #4736 from preco21/patch-7
Merge pull request #4725 from phamdaniel/doc-app-focus
Merge pull request #4723 from yucheng-inc/master
Merge pull request #3 from heyunjiang/master
Merge pull request #4680 from atom/resizable-linux
Merge pull request #4715 from dongjoon-hyun/fix_typos_in_comments
Merge pull request #4712 from atom/mq-map-selectors-to-roles
Merge pull request #4674 from atom/normalize-native-image-paths
Merge pull request #201 from atom/chrome49-win32
Merge pull request #3 from paulcbetts/chrome49
Merge pull request #2 from heyunjiang/master
Merge pull request #1 from heyunjiang/master
Merge pull request #4713 from atom/mq-doc-actions
Merge pull request #4711 from atom/realpath-asar-unpacked-specs
Merge pull request #4706 from atom/update-styleguide
Merge pull request #4695 from dongjoon-hyun/fix_link_name
Merge pull request #4646 from phamdaniel/dark-mode
Merge pull request #4682 from phamdaniel/ismaximized
Merge pull request #4670 from atom/cmd-backtick-order
Merge pull request #4665 from christoth/christoth-webview-flexbox
Merge pull request #4666 from SLiNv/zh-CN-documentation
Merge pull request #4694 from atom/common-accelerator
Merge pull request #4686 from atom/fullscreen-logic
Merge branch 'will-fullscreen' of https://github.com/MaxWhere/electron
Merge pull request #4656 from princejwesley/menu-item-click
Merge pull request #4683 from atom/fix-select-certificate
Merge pull request #4678 from atom/writable-member-functions
Merge pull request #4675 from atom/report-error-in-enumerate-devices-spec
Merge pull request #4635 from akameco/master
Merge pull request #4630 from preco21/patch-6
Merge pull request #4629 from RacioN/master
Merge pull request #97 from mramato/fix-npm-usage
Merge pull request #4623 from parro-it/patch-1
Merge pull request #4609 from MaxWhere/framesubscriber-fix
Merge pull request #4616 from deepak1556/media_device_enumeration_patch
Merge pull request #4596 from felixrieseberg/ci-docs
Merge pull request #4522 from deepak1556/async_execute_javascript_patch
Merge pull request #4607 from rglyall/master
Merge pull request #4515 from deepak1556/ipc_value_conversion_patch
Merge pull request #4608 from atom/harfbuzz
Merge atom/master
Merge pull request #6 from atom/master
Merge pull request #4595 from dongjoon-hyun/rename_function_filter_accelerator
Merge pull request #4592 from miniak/fix-url-request-converter-crash
Merge pull request #4518 from deepak1556/webview_host_window_patch
Merge pull request #4588 from atom/fix-protocol-crash
Merge pull request #4560 from magicae/magica-translate-docs-to-zh_CN
Merge pull request #4551 from deepak1556/protocol_session_patch
Merge pull request #4581 from atom/linux-menu-fix
Merge pull request #4580 from kanatapple/master
Merge pull request #4579 from jin5354/master
Merge pull request #4566 from yamatoya/master
Merge pull request #95 from RocketChat/master
Merge pull request #4570 from atom/cleanup-remote
Merge pull request #4568 from atom/remote-proto
Merge pull request #4564 from dongjoon-hyun/rename_const_persist_prefix
Merge pull request #4558 from cesine/update/deps
Merge pull request #4517 from deepak1556/remote_browser_window_patch
Merge pull request #4547 from Rafaelgfirmino/master
Merge pull request #4543 from baconface/patch-2
Merge pull request #4548 from atom/free-ffmpeg
Merge pull request #4528 from atom/wl-templates
Merge pull request #4524 from atom/update-default-app-styles
Merge pull request #4534 from apoco/menu-documentation
Merge pull request #4538 from atom/cmd-tilde
Merge pull request #4508 from atom/open-external-without-activation
Merge pull request #4532 from atom/no-drop-capacities
Merge pull request #4531 from atom/fix-win32-specs
Merge pull request #4523 from atom/spec-clean-up
Merge pull request #4530 from atom/shared-ffmpeg
Merge pull request #4509 from caibirdme/feature-translate-into-Chinese
Merge pull request #4510 from atom/skip-eslint
Merge pull request #4507 from atom/mb-add-deprecation-handler-api
Merge pull request #4447 from KevinMartin/patch-3
Merge pull request #4503 from x87/master
Merge pull request #4501 from dmnlk/feature/add_community_jp
Merge pull request #4498 from destan/patch-2
Merge pull request #4496 from cesine/update/deps
Merge pull request #4482 from lukeapage/patch-7
Merge pull request #4480 from apoco/single-instance-clarification
Merge pull request #4471 from rsezille/master
Merge commit 'd76f6fe'
Merge pull request #4364 from atom/launch-url-or-file-directly-from-cli
Merge remote-tracking branch 'origin/dont-write-empty-dev-tools-extensions-file'
Merge pull request #4494 from pra85/patch-3
Merge pull request #4497 from atom/docs-revise
Merge pull request #4392 from madarche/doc-howto-share-objects
Merge pull request #4495 from atom/frame-subscriber
Merge pull request #4453 from lukeapage/patch-6
Merge pull request #4451 from MaxWhere/framesubscriber-fix
Merge pull request #4449 from deepak1556/permission_helper_media_patch
Merge branch 'webcontent_invalid_loadurl_patch' of https://github.com/deepak1556/atom-shell into deepak1556-webcontent_invalid_loadurl_patch
Merge pull request #4421 from atom/dialog-icon-on-mac
Merge pull request #4398 from LartSimZ/master
Merge pull request #4361 from ShiningRay/patch-2
Merge pull request #4455 from preco21/patch-5
Merge pull request #4450 from HR/patch-1
Merge pull request #5 from atom/master
Merge pull request #4382 from atom/throw-explicit-error-when-webview-api-is-unavailable
Merge pull request #4430 from atom/dont-crash-when-missing-ipc-channel
Merge pull request #4439 from atom/add-more-npm-scripts
Merge pull request #4350 from atom/dont-use-es6-class-for-auto-updater
Merge pull request #4 from atom/master
Merge pull request #4363 from Vj3k0/master
Merge pull request #3 from atom/master
Merge pull request #4406 from adam-lynch/patch-4
Merge pull request #4378 from markisadesignerd/ipc-renderer-doc-typo
Merge remote-tracking branch 'upstream/master'
Merge pull request #4367 from atom/remove-resedit
Merge pull request #4356 from chris-ls/patch-1
Merge pull request #4339 from ShiningRay/patch-1
Merge pull request #4329 from atom/reliable-shutdown
Merge pull request #4333 from Rafaelgfirmino/master
Merge pull request #4325 from atom/download-item-cleanup
Merge pull request #4314 from deepak1556/download_cancel_patch
Merge pull request #4320 from runinspring/patch-1
Merge pull request #4312 from deepak1556/host_resolver_cache_clear_patch
Merge pull request #4309 from diracdeltas/fix/use-strict
Merge pull request #4305 from atom/remove-unnecessary-methods
Merge pull request #4223 from deepak1556/notification_disable_patch
Merge pull request #4302 from pra85/patch-1
Merge pull request #4301 from ragingwind/set-icon-crash
Merge pull request #4288 from MaxWhere/master
Merge pull request #4292 from be5invis/patch-1
Merge pull request #4291 from yamatoya/master
Merge pull request #4289 from wgrafael/patch-1
Merge pull request #4271 from thingsinjars/master
Merge pull request #4281 from atom/fix-object-destroyed
Merge pull request #4277 from lukeadams/osx-min-version-bump
Merge pull request #1 from atom/master
Merge pull request #4274 from petrfelzmann/doc-bullets-formatting
Merge pull request #4275 from baconface/patch-1
Merge pull request #4264 from atom/revert-3918
Merge pull request #4260 from fbukevin/master
Merge branch 'webrequest_upload_data_patch' of https://github.com/deepak1556/atom-shell into deepak1556-webrequest_upload_data_patch
Merge pull request #4247 from deepak1556/common_exports_patch
Merge pull request #195 from deepak1556/notification_disable_patch
Merge pull request #4246 from fbukevin/master
Merge pull request #4245 from yamatoya/master
Merge pull request #4244 from vaenow/patch-1
Merge pull request #4235 from Bipsync/master
Merge pull request #4233 from atom/update-node
Merge pull request #4231 from yamatoya/master
Merge pull request #4221 from yamatoya/master
Merge pull request #4181 from bengotow/scroll-touch-events
Merge pull request #4217 from yamatoya/master
Merge pull request #4211 from ragingwind/dock-seticon
Merge pull request #4206 from ragingwind/paramter-consistency
Merge pull request #4182 from deepak1556/debugger_api_patch
Merge branch 'bg-color-pr' of https://github.com/evgenyzinoviev/electron
Merge pull request #4215 from atom/fix-fullscreenable
Merge pull request #4204 from yamatoya/master
Merge pull request #4202 from evgenyzinoviev/shadow-pr
Merge pull request #4156 from evgenyzinoviev/windows-pr
Merge pull request #4198 from atom/default-popup-x-y
Merge pull request #4192 from evgenyzinoviev/menu-pr
Merge pull request #4190 from ragingwind/strict-compare
Merge pull request #3902 from bengotow/asar-perf
Merge pull request #4189 from atom/update-accelerator
Merge pull request #4188 from Rosey/update-menu-doc
Merge pull request #4161 from gabriel/master
Merge pull request #4178 from deepak1556/webview_blinkfeatures_attributes_patch
Merge pull request #4177 from deepak1556/default_download_dir_patch
Merge pull request #4186 from CharlieHess/webview-load-url
Merge pull request #4163 from deepak1556/web_preferences_fonts_patch
Merge pull request #192 from felixrieseberg/silent-notification
Merge pull request #4172 from atom/enable-eslint-rules
Merge pull request #4170 from arniu/patch-1
Merge pull request #4166 from ragingwind/patch-1
Merge pull request #4164 from deepak1556/menu_toggle_crash_patch
Merge pull request #4165 from yamatoya/master
Merge pull request #4168 from atom/cpplint-utility-folder
Merge pull request #4158 from atom/desktop-capturer-error-message
Merge pull request #4146 from yamatoya/master
Merge pull request #4153 from sunaiwen/patch-1
Merge pull request #4150 from hamxiaoz/patch-1
Merge pull request #4142 from Rokt33r/patch-2
Merge pull request #4138 from yamatoya/master
Merge pull request #4135 from atom/add-npm-start
Merge pull request #4133 from yamatoya/master
Merge pull request #4131 from etiktin/add_is_DWM_enabled
